carat,cut,color,clarity,depth,table,x,y,z
1.37,3,4,5,60.9,59.0,7.22,7.17,4.38
0.36,3,2,2,61.5,58.0,4.6,4.54,2.81
1.12,3,2,3,60.5,59.0,6.73,6.79,4.09
2.04,2,6,2,59.1,59.0,8.29,8.24,4.88
1.0,3,2,3,62.6,58.0,6.37,6.31,3.97
0.52,2,2,1,60.3,60.0,5.24,5.27,3.17
0.32,2,2,5,62.5,56.0,4.38,4.36,2.73
0.3,2,3,2,62.0,58.0,4.27,4.29,2.65
1.2,3,4,2,62.9,55.0,6.77,6.74,4.25
1.01,3,4,4,61.6,57.0,6.47,6.38,3.96
1.01,3,2,7,61.8,59.0,6.46,6.42,3.98
1.18,3,3,7,61.6,58.0,6.77,6.8,4.18
0.8,2,5,5,62.1,54.4,5.94,5.99,3.7
0.7,1,1,4,59.4,61.0,5.79,5.83,3.45
1.52,4,2,5,62.3,56.0,7.29,7.34,4.56
0.58,2,3,1,60.9,57.0,5.39,5.46,3.3
0.3,4,0,5,60.3,60.0,4.28,4.31,2.59
0.38,1,0,6,61.3,61.0,4.68,4.72,2.88
0.31,4,1,4,61.9,56.0,4.32,4.37,2.69
1.06,1,5,4,58.8,62.0,6.65,6.72,3.93
0.38,3,0,4,62.4,59.0,4.6,4.63,2.88
0.32,2,1,6,61.3,57.0,4.38,4.43,2.7
0.7,3,1,5,60.9,59.0,5.68,5.71,3.47
1.0,4,0,2,62.1,61.0,6.3,6.32,3.92
0.57,1,2,3,61.9,57.7,5.32,5.34,3.3
1.01,3,3,3,60.6,59.0,6.49,6.41,3.91
0.74,2,3,2,61.9,55.0,5.8,5.83,3.6
0.43,2,0,2,61.5,56.0,4.82,4.87,2.98
1.11,3,2,2,60.4,58.0,6.68,6.66,4.03
0.73,2,2,3,61.5,55.0,5.79,5.85,3.58
0.34,2,5,4,62.0,56.0,4.5,4.53,2.8
1.51,3,0,3,63.0,62.0,7.28,7.23,4.57
1.74,2,4,5,61.5,55.0,7.79,7.73,4.77
0.29,4,3,6,62.0,55.0,4.27,4.29,2.65
1.02,2,0,2,61.3,56.0,6.48,6.53,3.99
1.03,2,2,6,61.3,54.0,6.56,6.62,4.04
0.31,2,3,5,61.7,57.0,4.33,4.36,2.68
1.02,2,3,3,62.6,58.0,6.42,6.4,4.01
1.5,1,1,3,64.5,58.0,7.06,7.11,4.57
0.46,0,1,5,66.8,61.0,4.84,4.71,3.2
0.56,1,0,3,63.2,54.0,5.24,5.26,3.32
1.11,3,4,2,58.9,59.0,6.82,6.76,4.0
1.35,2,0,5,61.3,57.0,7.13,7.09,4.36
0.42,2,3,6,61.1,56.0,4.87,4.82,2.96
0.33,2,2,3,62.3,55.0,4.44,4.49,2.78
0.31,3,2,2,62.7,58.0,4.33,4.31,2.71
0.31,3,4,6,62.6,58.0,4.29,4.33,2.7
0.9,1,4,6,63.8,59.0,6.13,6.09,3.9
0.52,2,2,1,60.3,57.0,5.23,5.28,3.17
1.51,3,3,4,59.5,59.0,7.45,7.41,4.42
0.53,2,3,4,61.9,55.0,5.22,5.25,3.24
1.51,1,5,2,63.7,61.0,7.11,7.15,4.54
1.02,0,4,2,65.5,60.0,6.29,6.22,4.1
0.3,3,3,6,62.6,58.0,4.29,4.27,2.68
0.38,2,3,6,61.7,55.0,4.67,4.7,2.89
1.2,2,5,4,62.1,56.5,6.8,6.84,4.23
0.31,4,2,5,63.5,55.0,4.32,4.31,2.74
1.01,4,3,5,59.1,58.0,6.56,6.63,3.9
0.6,2,2,4,61.9,55.0,5.4,5.42,3.35
0.52,2,3,7,60.8,57.0,5.2,5.17,3.15
1.0,1,1,2,57.2,62.0,6.59,6.56,3.76
0.23,4,1,7,59.0,63.0,3.98,4.05,2.37
1.14,3,3,2,62.7,58.0,6.68,6.63,4.17
2.02,3,1,3,59.9,58.0,8.18,8.14,4.89
0.5,2,1,3,63.0,57.0,5.09,5.04,3.19
1.38,2,2,6,62.9,56.0,7.04,7.1,4.45
1.07,4,2,1,59.4,59.0,6.64,6.7,3.96
1.18,3,5,4,62.1,58.0,6.76,6.7,4.18
0.32,2,1,5,61.4,57.0,4.46,4.4,2.72
0.35,4,3,4,60.7,61.0,4.54,4.58,2.77
1.01,3,3,5,62.4,59.0,6.45,6.41,4.01
0.75,4,4,3,63.0,58.0,5.76,5.79,3.64
0.38,2,1,6,62.4,56.0,4.64,4.67,2.9
0.9,0,2,5,64.7,54.0,6.09,6.03,3.92
0.51,4,3,7,60.9,56.0,5.17,5.21,3.16
0.91,4,4,2,63.4,55.0,6.18,6.15,3.91
1.51,4,6,2,62.3,59.0,7.22,7.28,4.52
0.57,2,3,4,61.3,56.0,5.34,5.36,3.28
0.23,4,2,7,61.4,56.0,3.94,3.97,2.43
1.7,2,3,6,61.0,56.0,7.67,7.62,4.66
1.2,3,2,4,61.8,59.0,6.79,6.76,4.19
0.55,2,0,5,62.8,57.0,5.27,5.24,3.3
1.09,4,5,5,62.0,56.0,6.57,6.59,4.08
0.62,0,0,3,64.6,57.0,5.39,5.33,3.46
0.45,0,2,2,66.8,59.0,4.79,4.63,3.16
1.01,3,5,2,62.7,59.0,6.43,6.36,4.01
0.91,2,2,3,62.4,57.0,6.22,6.18,3.87
0.77,2,2,4,61.9,54.0,5.91,5.94,3.66
1.11,0,4,3,64.4,58.0,6.55,6.5,4.2
1.0,0,1,3,65.2,59.0,6.28,6.27,4.09
0.32,2,3,4,62.0,56.0,4.37,4.41,2.72
0.64,1,6,3,64.7,54.0,5.39,5.43,3.5
0.56,2,1,4,61.1,56.0,5.29,5.34,3.25
0.33,3,3,4,61.9,59.0,4.43,4.45,2.75
0.33,3,5,1,62.0,58.0,4.46,4.44,2.76
0.7,2,0,3,62.0,57.0,5.68,5.65,3.51
1.63,2,3,4,61.5,57.0,7.58,7.6,4.67
0.34,2,4,5,60.5,56.0,4.58,4.54,2.76
0.46,3,0,5,60.9,58.0,4.97,4.94,3.02
1.11,3,5,2,61.9,58.0,6.63,6.61,4.1
0.54,2,1,4,62.0,56.0,5.17,5.25,3.23
0.55,3,1,3,58.4,61.0,5.37,5.31,3.12
0.32,2,3,5,62.5,56.0,4.42,4.38,2.75
0.42,2,3,4,61.8,57.0,4.82,4.79,2.97
1.53,3,6,1,61.1,58.0,7.45,7.41,4.54
0.33,3,3,4,61.9,58.0,4.43,4.46,2.75
2.01,2,5,2,62.2,56.0,8.12,8.06,5.03
0.31,2,1,7,61.0,56.0,4.43,4.39,2.69
1.03,4,0,3,60.9,57.0,6.53,6.55,3.98
0.5,1,1,3,58.2,59.0,5.24,5.27,3.06
0.61,2,0,2,61.4,56.0,5.46,5.48,3.36
0.72,3,2,2,59.9,58.0,5.85,5.81,3.49
0.55,4,0,2,61.6,56.0,5.24,5.28,3.24
0.28,1,1,5,63.7,60.0,4.23,4.18,2.68
0.3,2,2,5,61.6,57.0,4.28,4.32,2.65
0.87,2,1,2,61.5,57.0,6.12,6.15,3.77
1.01,4,3,4,62.2,53.0,6.48,6.54,4.05
0.4,2,3,3,61.8,56.0,4.75,4.77,2.94
0.32,2,0,4,60.9,57.0,4.48,4.45,2.72
0.62,3,1,3,60.7,58.0,5.53,5.51,3.35
0.56,3,5,6,62.4,56.0,5.28,5.24,3.28
0.32,3,3,5,58.4,57.0,4.53,4.51,2.64
0.73,3,4,5,61.0,58.0,5.76,5.84,3.54
2.12,3,4,2,61.1,60.0,8.18,8.26,5.02
1.03,2,3,2,61.1,57.0,6.54,6.58,4.01
0.32,2,3,7,61.4,55.0,4.4,4.43,2.71
0.31,4,1,2,63.4,55.0,4.29,4.26,2.71
0.3,2,3,1,60.7,57.0,4.34,4.39,2.65
0.75,3,2,5,59.6,59.0,6.04,5.94,3.57
0.27,2,1,7,62.1,57.0,4.13,4.15,2.57
0.31,2,4,7,62.5,55.0,4.37,4.34,2.72
1.01,2,0,5,62.6,55.0,6.42,6.46,4.03
1.0,2,4,3,58.3,61.0,6.56,6.61,3.84
0.32,2,3,5,61.6,57.0,4.39,4.41,2.71
0.35,2,6,1,61.8,53.0,4.58,4.61,2.84
0.31,2,0,7,61.6,54.0,4.37,4.4,2.7
0.73,1,4,4,64.1,58.8,5.63,5.67,3.62
1.01,4,1,5,62.0,55.0,6.42,6.46,3.99
1.35,3,6,2,61.1,61.0,7.13,7.1,4.35
0.71,3,5,5,60.4,60.0,5.8,5.72,3.48
0.58,2,0,3,61.7,54.0,5.4,5.43,3.34
0.33,2,4,1,60.6,57.0,4.51,4.5,2.73
1.1,2,2,4,61.5,56.0,6.63,6.66,4.09
1.52,4,1,4,62.4,55.0,7.33,7.41,4.6
0.25,4,3,6,61.8,56.0,4.03,4.06,2.5
0.32,3,5,5,62.8,58.0,4.37,4.33,2.73
0.93,1,3,3,64.5,56.3,6.08,6.14,3.94
1.09,3,0,3,61.2,60.0,6.6,6.64,4.05
0.39,1,2,5,63.3,55.0,4.63,4.66,2.94
0.7,3,2,6,61.9,59.0,5.67,5.6,3.49
1.5,2,3,2,62.0,56.0,7.29,7.33,4.53
0.9,4,1,2,62.3,61.0,6.12,6.17,3.83
0.35,4,1,5,58.9,59.0,4.59,4.64,2.72
2.0,1,4,5,63.8,59.0,7.88,8.01,5.07
1.63,2,2,0,62.0,55.0,7.57,7.5,4.68
0.42,2,1,4,61.6,57.0,4.8,4.84,2.97
1.02,4,4,4,62.8,59.0,6.34,6.47,4.02
2.05,3,5,2,60.6,58.0,8.22,8.13,4.95
0.33,2,4,4,61.8,56.0,4.41,4.46,2.74
1.07,4,6,7,60.0,60.0,6.57,6.59,3.95
0.3,2,0,4,62.2,56.0,4.31,4.27,2.67
1.19,3,6,2,63.0,54.0,6.82,6.74,4.27
1.09,2,4,2,62.5,56.0,6.58,6.53,4.1
0.32,3,4,4,61.3,60.0,4.33,4.38,2.67
1.0,4,1,1,62.5,55.0,6.28,6.39,3.96
1.01,3,4,4,60.9,62.0,6.52,6.49,3.96
0.5,3,2,7,60.6,58.0,5.2,5.1,3.12
1.0,0,3,5,44.0,53.0,6.31,6.24,4.12
1.04,1,3,4,58.9,64.0,6.6,6.64,3.9
0.41,2,6,5,61.8,55.0,4.78,4.81,2.96
0.95,3,2,3,58.4,57.0,6.49,6.41,3.77
0.3,1,6,2,64.0,55.0,4.28,4.25,2.73
0.54,3,4,2,61.0,58.0,5.27,5.23,3.2
0.42,4,0,2,63.0,59.0,4.77,4.79,3.01
0.31,2,0,3,62.8,53.0,4.37,4.35,2.74
0.3,1,5,2,64.1,57.0,4.3,4.25,2.74
0.3,4,2,5,63.2,59.0,4.27,4.24,2.69
0.32,2,1,5,62.0,57.0,4.39,4.41,2.73
1.01,0,1,0,64.5,58.0,6.29,6.21,4.03
2.21,3,3,3,60.7,62.0,8.48,8.42,5.13
0.4,2,2,5,62.0,59.0,4.77,4.71,2.95
0.4,1,1,2,63.9,58.0,4.67,4.63,2.97
0.73,4,4,4,61.6,59.0,5.74,5.81,3.56
0.99,0,6,2,58.0,67.0,6.57,6.5,3.79
1.11,2,3,5,61.2,56.0,6.68,6.65,4.08
1.7,3,5,5,60.7,59.0,7.63,7.7,4.65
1.17,3,5,2,62.6,58.0,6.71,6.64,4.18
1.06,4,2,5,61.5,58.0,6.53,6.57,4.03
1.06,2,1,5,61.3,57.0,6.54,6.57,4.02
1.32,0,2,6,58.0,66.0,7.31,7.28,4.23
0.41,4,3,2,60.3,60.0,4.76,4.8,2.88
1.01,3,1,0,59.8,58.0,6.57,6.53,3.92
0.3,3,4,4,61.0,58.0,4.31,4.28,2.62
1.01,1,0,3,64.5,58.0,6.18,6.26,4.01
1.01,2,2,4,63.2,56.0,6.35,6.41,4.03
0.54,4,0,4,59.9,57.0,5.38,5.3,3.2
1.01,1,1,5,62.5,58.0,6.32,6.36,3.96
0.51,4,1,2,62.1,60.0,5.08,5.03,3.14
0.36,2,0,2,62.7,57.0,4.54,4.59,2.86
1.2,2,4,2,61.3,57.0,6.81,6.85,4.19
0.31,2,0,3,62.0,56.0,4.33,4.35,2.69
0.54,2,0,2,60.8,57.0,5.31,5.25,3.21
0.63,2,1,6,62.4,56.0,5.48,5.52,3.43
0.72,2,6,4,62.7,57.0,5.74,5.71,3.59
1.25,4,1,3,60.8,55.0,6.94,7.0,4.24
0.81,2,1,2,62.4,57.0,5.92,5.97,3.71
1.01,4,6,3,63.5,59.0,6.3,6.36,4.02
1.01,1,1,3,58.5,61.0,6.51,6.55,3.82
0.3,2,3,3,62.1,58.0,4.27,4.3,2.66
1.01,3,0,4,60.0,58.0,6.6,6.54,3.94
1.05,2,4,3,60.6,57.0,6.59,6.55,3.98
1.36,1,3,2,64.3,59.0,6.93,6.85,4.43
0.4,2,1,5,61.1,56.0,4.77,4.75,2.91
0.43,1,0,3,63.3,57.0,4.79,4.82,3.04
0.72,2,4,2,62.0,57.0,5.73,5.76,3.56
0.71,2,1,6,62.3,55.0,5.68,5.72,3.55
1.56,1,4,3,59.2,59.0,7.46,7.54,4.44
0.41,2,3,2,62.6,54.0,4.78,4.74,2.98
0.9,3,2,5,62.3,58.0,6.16,6.14,3.83
0.32,2,0,2,62.0,57.0,4.37,4.4,2.72
0.6,4,1,4,60.9,58.0,5.43,5.48,3.32
0.91,3,3,7,61.8,58.0,6.24,6.16,3.83
1.2,4,2,7,63.8,58.0,6.67,6.69,4.26
0.3,3,4,2,62.9,59.0,4.28,4.24,2.68
1.2,3,6,3,59.6,62.0,6.95,6.9,4.13
1.2,3,5,2,61.1,58.0,6.88,6.8,4.18
1.71,3,4,7,61.4,59.0,7.67,7.77,4.74
0.3,1,0,3,63.4,56.0,4.26,4.29,2.71
0.32,3,3,5,61.1,58.0,4.42,4.45,2.71
1.51,3,4,4,61.0,60.0,7.29,7.34,4.46
0.51,3,3,5,62.4,58.0,5.11,5.12,3.19
1.11,3,4,5,61.7,58.0,6.64,6.69,4.11
1.0,2,1,5,62.5,57.0,6.38,6.45,4.01
0.69,1,2,2,58.4,61.7,5.75,5.82,3.38
1.41,2,4,4,60.7,56.0,7.31,7.22,1.41
1.07,1,4,5,63.8,57.0,6.54,6.47,4.15
0.93,1,6,2,63.7,54.0,6.15,6.09,3.9
0.3,2,0,5,62.5,57.0,4.29,4.25,2.67
0.33,4,2,4,59.1,60.0,4.48,4.52,2.66
1.03,2,5,3,62.2,57.0,6.46,6.5,4.03
1.33,4,4,3,60.8,59.0,7.07,7.11,4.31
1.01,1,2,2,63.8,59.0,6.29,6.32,4.02
1.5,1,5,4,63.3,58.0,7.19,7.24,4.57
0.38,3,0,2,62.2,58.0,4.63,4.57,2.86
0.32,2,0,5,62.1,54.0,4.4,4.46,2.75
1.01,3,2,3,62.7,56.0,6.4,6.35,4.0
0.3,3,0,3,61.8,58.0,4.32,4.29,2.66
0.41,1,2,2,63.7,58.0,4.74,4.71,3.01
1.12,1,4,2,59.8,61.0,6.72,6.85,4.06
0.7,1,1,2,63.8,57.0,5.59,5.63,3.58
0.7,4,2,5,62.3,56.0,5.66,5.71,3.54
2.07,3,1,2,61.2,58.0,8.24,8.19,5.03
1.02,3,2,4,62.0,59.0,6.41,6.39,3.97
1.09,3,3,5,60.6,62.0,6.68,6.58,4.02
0.41,3,4,7,59.8,60.0,4.86,4.79,2.88
1.2,4,2,3,63.2,58.0,6.78,6.74,4.27
0.81,2,0,5,59.5,60.0,6.08,6.15,3.64
0.38,2,4,6,60.7,56.0,4.75,4.74,2.88
0.9,4,3,5,60.5,60.0,6.2,6.24,3.76
0.55,2,5,5,61.6,55.0,5.27,5.29,3.25
1.21,2,4,5,62.6,54.8,6.78,6.84,4.26
1.0,2,3,2,62.4,56.0,6.41,6.34,3.98
1.06,2,0,4,61.7,55.0,6.53,6.57,4.04
1.0,1,1,3,61.0,61.0,6.37,6.44,3.91
0.4,3,1,3,62.9,58.0,4.74,4.7,2.97
1.43,2,4,7,61.6,54.0,7.25,7.29,4.48
0.72,2,4,5,61.7,56.0,5.74,5.77,3.56
0.64,2,4,2,61.7,55.0,5.54,5.57,3.43
0.72,3,1,2,62.1,58.0,5.76,5.73,3.57
0.9,4,4,5,62.1,60.0,6.11,6.2,3.82
0.42,2,0,2,61.5,56.0,4.81,4.85,2.97
2.22,0,6,0,66.7,56.0,8.04,8.02,5.36
0.7,1,2,5,62.6,61.0,5.56,5.62,3.5
0.5,2,4,2,62.0,56.0,5.09,5.12,3.16
0.41,4,4,5,63.4,58.0,4.77,4.66,2.99
0.73,2,2,7,61.7,54.0,5.76,5.82,3.57
0.23,4,1,7,61.2,60.0,3.97,4.0,2.44
1.05,3,0,2,61.6,61.0,6.55,6.5,4.02
2.01,2,5,2,62.3,57.0,8.04,8.08,5.02
1.01,2,0,5,62.1,58.0,6.4,6.42,3.98
1.25,3,1,2,60.9,59.0,6.98,7.02,4.26
0.7,4,3,2,63.3,57.0,5.58,5.63,3.55
1.01,3,1,3,62.3,55.0,6.35,6.29,3.94
1.31,2,2,4,61.9,54.0,7.03,7.06,4.35
0.31,2,0,4,60.6,57.0,4.36,4.39,2.65
1.07,2,4,3,59.2,57.0,6.7,6.64,3.95
0.34,2,0,2,62.3,57.0,4.48,4.44,2.78
0.54,2,3,4,61.0,57.0,5.25,5.28,3.21
2.0,1,5,4,58.8,65.0,8.1,8.03,4.74
0.7,3,2,2,62.1,58.0,5.64,5.7,3.52
0.31,1,3,2,63.6,57.0,4.33,4.29,2.74
1.01,3,1,2,59.6,59.0,6.53,6.46,3.87
0.37,3,3,4,61.5,58.0,4.6,4.57,2.82
2.15,2,4,3,61.8,57.0,8.3,8.24,5.11
1.27,3,5,4,59.5,61.0,7.08,7.04,4.2
0.71,4,4,5,61.8,58.0,5.66,5.7,3.51
1.52,2,5,1,62.2,57.0,7.27,7.33,4.54
0.7,4,0,2,62.5,63.0,5.7,5.63,3.54
0.53,1,3,2,63.8,56.0,5.18,5.14,3.29
0.9,2,3,4,61.6,55.0,6.27,6.23,3.85
0.23,4,1,5,60.8,58.0,3.98,4.02,2.43
0.51,2,0,2,61.7,55.0,5.11,5.16,3.17
1.01,4,3,4,63.5,59.0,6.36,6.31,4.02
3.01,3,2,0,62.2,56.0,9.24,9.13,5.73
1.12,1,2,5,63.8,57.0,6.59,6.61,4.21
0.83,3,1,2,60.7,58.0,6.06,6.09,3.69
0.37,1,3,3,63.3,55.0,4.58,4.61,2.91
0.52,2,3,6,61.6,55.0,5.14,5.18,3.18
1.3,3,2,5,60.4,59.0,7.06,7.12,4.28
2.53,2,5,2,62.4,57.0,8.68,8.59,5.39
1.01,0,2,2,66.1,60.0,6.15,6.13,4.06
0.31,4,3,3,63.0,57.0,4.32,4.35,2.73
0.8,3,3,3,59.7,62.0,6.02,5.98,3.58
0.72,2,1,3,61.9,55.0,5.76,5.78,3.57
0.71,2,0,3,62.3,56.0,5.68,5.72,3.55
0.7,0,1,2,64.4,53.0,5.61,5.57,3.6
1.19,3,0,3,58.6,61.0,6.93,6.89,4.05
1.14,1,5,4,63.3,56.0,6.6,6.68,4.2
0.39,1,5,4,63.1,58.0,4.68,4.61,2.93
0.37,3,2,2,61.5,59.0,4.62,4.59,2.83
0.32,3,3,5,62.0,58.0,4.38,4.33,2.7
0.54,2,3,5,61.7,56.0,5.21,5.24,3.23
1.27,2,3,5,61.9,57.0,6.9,6.93,4.28
0.25,2,3,4,62.3,54.0,4.05,4.11,2.54
0.42,3,4,6,62.0,58.0,4.82,4.79,2.98
0.34,2,0,5,61.6,55.0,4.54,4.48,2.78
0.9,3,3,4,62.7,60.0,6.13,6.06,3.82
0.71,2,1,5,62.2,57.0,5.69,5.73,3.55
0.55,4,1,7,60.6,56.0,5.33,5.36,3.24
0.72,4,4,3,61.0,56.0,5.75,5.8,3.52
1.05,3,4,3,62.8,56.0,6.54,6.47,4.08
0.23,4,2,6,61.4,58.0,3.93,3.95,2.42
1.18,2,1,4,61.4,57.0,6.77,6.81,4.17
0.28,4,0,7,62.2,52.0,4.21,4.25,2.63
0.38,2,4,7,62.3,53.3,4.65,4.69,2.91
2.3,2,5,5,62.6,56.0,8.45,8.4,5.27
0.3,1,4,2,63.7,56.0,4.22,4.2,2.68
1.55,4,4,2,63.2,57.0,7.35,7.31,4.64
1.2,4,4,2,60.8,58.0,6.8,6.85,4.15
2.01,3,5,2,61.5,60.0,8.12,8.01,4.96
1.12,3,4,3,61.0,59.0,6.72,6.66,4.08
1.52,3,3,4,61.2,60.0,7.4,7.37,4.52
0.41,1,1,2,63.6,58.0,4.72,4.74,3.01
0.5,3,4,3,61.0,58.0,5.14,5.05,3.11
0.4,2,3,2,61.3,56.0,4.73,4.76,2.91
0.3,2,4,1,61.8,55.0,4.31,4.3,2.66
0.7,4,1,5,61.4,57.0,5.7,5.73,3.51
0.31,2,4,2,61.9,56.0,4.38,4.35,2.7
0.3,3,2,2,62.1,60.0,4.28,4.26,2.65
0.24,2,4,5,61.1,56.0,3.99,4.03,2.45
0.51,4,0,4,61.0,57.0,5.15,5.18,3.15
1.51,1,2,5,64.0,59.0,7.16,7.08,4.56
0.29,4,0,7,59.1,61.0,4.33,4.37,2.57
0.4,3,1,4,62.8,59.0,4.67,4.63,2.92
0.36,2,0,5,60.6,57.0,4.61,4.57,2.78
0.33,4,3,4,61.2,57.0,4.46,4.49,2.73
0.3,2,2,1,62.3,53.0,4.34,4.36,2.71
0.33,2,0,7,60.3,57.0,4.52,4.47,2.71
0.58,2,3,4,62.6,54.0,5.3,5.34,3.33
1.53,2,1,2,62.0,58.0,7.33,7.41,4.57
0.71,2,1,2,61.5,57.0,5.78,5.74,3.54
0.31,4,3,5,61.0,56.0,4.35,4.37,2.66
0.7,3,2,2,61.9,58.0,5.69,5.65,3.51
1.0,0,4,5,64.8,55.0,6.35,6.28,4.09
1.55,2,5,4,61.2,55.0,7.49,7.47,4.58
1.01,0,2,3,67.3,62.0,6.09,6.03,4.08
1.01,4,1,2,62.8,59.0,6.41,6.45,4.04
1.03,2,3,2,60.3,58.0,6.57,6.62,3.98
0.92,0,2,3,65.1,58.0,6.12,6.07,3.97
1.2,3,4,2,62.2,58.0,6.78,6.72,4.2
0.55,2,1,2,62.5,56.0,5.21,5.25,3.27
0.26,2,3,4,62.5,53.0,4.1,4.13,2.57
0.7,3,2,2,62.1,59.0,5.68,5.72,3.54
0.38,3,4,2,59.7,60.0,4.66,4.68,2.79
0.96,1,0,2,61.0,61.0,6.29,6.33,3.85
1.0,2,2,7,61.9,57.0,6.47,6.42,3.99
0.52,2,1,5,61.7,55.0,5.16,5.21,3.2
0.4,4,3,7,59.2,63.0,4.88,4.81,2.87
0.55,2,1,5,62.0,56.0,5.26,5.25,3.26
1.34,3,3,7,61.3,58.0,7.16,7.1,4.37
0.57,2,1,2,61.9,56.0,5.32,5.35,3.3
0.39,2,2,7,62.0,54.0,4.7,4.72,2.92
0.74,3,1,4,62.8,59.0,5.76,5.68,3.59
1.75,1,4,3,64.1,56.0,7.59,7.55,4.85
1.51,1,4,5,64.0,59.0,7.25,7.19,4.62
0.98,1,2,2,56.8,64.0,6.68,6.52,3.75
1.03,3,3,4,62.2,57.0,6.47,6.42,4.01
1.27,3,4,3,59.3,61.0,7.12,7.05,4.2
0.6,2,1,2,61.2,57.0,5.43,5.45,3.33
0.32,2,3,4,62.4,56.0,4.37,4.38,2.73
0.23,2,5,6,63.0,56.0,3.94,3.9,2.47
1.21,4,4,3,62.6,61.0,6.7,6.75,4.21
1.01,3,0,2,58.1,61.0,6.66,6.59,3.85
1.02,2,0,3,62.0,58.0,6.4,6.51,4.0
0.31,1,4,4,64.0,59.0,4.28,4.25,2.73
0.9,0,0,3,65.9,59.0,6.0,5.95,3.94
0.41,2,2,6,60.3,56.0,4.8,4.85,2.91
1.53,4,1,5,61.2,60.0,7.49,7.4,4.56
0.73,2,3,2,60.6,57.0,5.84,5.87,3.55
1.01,2,5,2,62.3,59.0,6.41,6.37,3.98
0.82,2,4,7,61.4,56.0,6.01,6.05,3.71
1.2,3,3,2,62.7,58.0,6.71,6.66,4.19
1.02,3,2,5,62.7,59.0,6.44,6.41,4.03
2.01,2,5,3,62.3,57.0,8.06,8.08,5.03
1.0,3,1,3,62.8,59.0,6.34,6.3,3.97
0.42,4,2,2,63.3,56.0,4.79,4.75,3.02
0.42,4,0,4,60.7,60.0,4.81,4.88,2.94
0.32,2,2,7,62.1,56.0,4.4,4.46,2.75
0.61,4,1,2,62.1,55.0,5.43,5.46,3.38
0.5,1,1,3,63.2,61.0,5.02,5.05,3.18
0.3,1,4,2,63.1,56.0,4.27,4.29,2.7
0.58,2,2,6,61.6,57.0,5.33,5.38,3.3
0.53,2,6,4,61.4,55.2,5.2,5.22,3.2
0.4,4,1,2,62.2,56.0,4.71,4.74,2.94
0.88,2,5,2,63.2,56.0,6.04,6.09,3.83
0.76,3,1,3,61.5,58.0,5.86,5.81,3.59
1.09,2,4,2,61.9,56.0,6.64,6.61,4.1
0.41,2,1,5,61.6,55.0,4.75,4.79,2.94
1.21,2,5,4,61.7,53.0,6.89,6.92,4.26
0.95,3,6,7,62.6,59.0,6.23,6.26,3.91
2.01,0,1,3,62.1,66.0,7.99,7.92,4.94
0.55,2,3,7,60.8,56.9,5.27,5.31,3.22
0.4,2,4,3,62.2,55.0,4.75,4.77,2.96
1.06,2,3,5,61.9,54.0,6.54,6.58,4.06
1.5,2,5,0,61.8,57.0,7.39,7.31,4.54
1.05,3,2,4,61.0,58.0,6.6,6.55,4.01
0.59,2,1,5,60.2,59.0,5.47,5.49,3.3
0.7,1,0,7,63.6,57.0,5.61,5.58,3.56
1.0,1,4,3,62.7,58.0,6.31,6.33,3.96
0.7,4,1,5,58.8,56.0,5.79,5.84,3.42
1.52,3,4,5,61.0,61.0,7.45,7.38,4.52
1.09,1,0,1,58.7,61.0,6.75,6.85,3.99
0.41,2,5,7,60.7,57.0,4.81,4.84,2.93
0.32,3,4,6,61.4,58.0,4.42,4.37,2.7
1.0,3,2,2,62.1,60.0,6.29,6.23,3.88
0.72,0,0,5,65.4,56.0,5.68,5.6,3.69
0.42,2,3,5,62.2,54.0,4.8,4.82,2.99
1.01,4,4,2,61.8,59.0,6.37,6.41,3.95
0.43,4,1,2,63.4,56.0,4.82,4.8,3.05
0.33,2,3,1,62.7,56.0,4.39,4.44,2.77
0.63,2,0,1,62.5,55.0,5.47,5.5,3.43
0.3,3,0,2,62.3,59.0,4.25,4.22,2.64
1.21,4,5,2,62.8,57.0,6.73,6.8,4.25
0.43,2,1,5,62.0,57.0,4.85,4.82,3.0
0.71,2,5,2,61.4,56.0,5.73,5.77,3.53
1.51,1,2,3,63.4,57.0,7.25,7.29,4.61
0.65,4,3,5,63.2,57.0,5.54,5.47,3.48
0.53,2,2,7,62.2,54.0,5.19,5.22,3.24
0.3,3,4,5,60.9,61.0,4.3,4.27,2.61
0.4,4,1,2,61.7,60.0,4.68,4.72,2.9
0.32,2,0,3,62.6,56.0,4.4,4.38,2.75
0.9,3,4,0,58.8,62.0,6.32,6.26,3.7
0.71,3,1,5,59.9,58.0,5.81,5.78,3.47
0.95,4,4,3,59.0,59.0,6.38,6.51,3.77
0.8,2,2,5,61.3,55.0,5.98,6.0,3.67
0.67,3,2,2,61.3,59.0,5.65,5.63,3.46
1.01,2,1,3,62.2,56.0,6.42,6.45,4.0
1.2,0,6,2,65.2,58.0,6.67,6.58,4.32
0.9,2,3,3,62.5,55.0,6.21,6.15,3.86
0.35,3,2,4,60.7,58.0,4.58,4.54,2.77
0.78,3,2,2,60.8,60.0,5.97,5.94,3.62
1.04,2,3,5,60.5,57.0,6.56,6.62,3.99
1.57,4,0,3,62.9,61.0,7.37,7.41,4.65
0.4,3,0,3,61.9,58.0,4.73,4.71,2.92
0.71,4,0,5,63.0,58.0,5.65,5.68,3.57
